"Date","Close","Volume","Change","Ch(%)","Value(cr)","Trade","Open","High","Low"
"1714932000000","41.6","5061776","2.8000000000000043","7.216494845360836","20.8945","2999","39.2","42.5","39.1"
"1714845600000","38.8","2250376","0.6999999999999957","1.837270341207338","8.7249","1640","38.1","39.4","37.7"
"1714586400000","38.1","1587588","0","0","6.1249","1409","38.1","39.2","37.6"
"1714413600000","38.1","2107883","2.1000000000000014","5.8333333333333375","7.7583","1836","35.9","38.3","35"
"1714327200000","36","809070","-1.1000000000000014","-2.9649595687331574","2.952","771","37.7","37.7","36"
"1714240800000","37.1","1477779","0.10000000000000142","0.2702702702702741","5.5705","1457","37.4","38.4","36.8"
"1713981600000","37","2167406","0.5","1.36986301369863","7.8203000000000005","2082","36.5","37.8","35.5"
"1713895200000","36.5","1864226","1.7000000000000028","4.885057471264377","6.8682","1759","34.8","37.9","34.6"
"1713808800000","34.8","841205","1.2999999999999972","3.880597014925365","2.9443","1189","33.6","36.8","32.8"
"1713722400000","33.5","247811","1.1000000000000014","3.3950617283950666","0.8217000000000001","440","32.7","33.7","32.5"
"1713636000000","32.4","461289","0.8999999999999986","2.8571428571428523","1.4965","733","31.5","32.9","31.4"
"1713376800000","31.5","148408","-0.7000000000000028","-2.1739130434782696","0.47140000000000004","169","32.2","32.3","31.4"
"1713290400000","32.2","247160","0.30000000000000426","0.9404388714733677","0.7986","378","32.7","32.7","32"
"1713204000000","31.9","154807","-0.7000000000000028","-2.14723926380369","0.4995","260","32.4","32.7","31.8"
"1713117600000","32.6","44232","-0.7999999999999972","-2.3952095808383147","0.1442","72","33.2","33.2","32.2"
"1712599200000","33.4","152844","0.6999999999999957","2.1406727828746046","0.5092","304","33.1","34","32.5"
"1712512800000","32.7","140504","1.3000000000000043","4.140127388535046","0.4546","207","31.4","33","31.4"
"1712167200000","31.4","168515","-0.7000000000000028","-2.180685358255461","0.534","230","32.5","33","31.2"
"1712080800000","32.1","226109","-0.10000000000000142","-0.31055900621118454","0.7285999999999999","229","32.4","32.6","31.9"
"1711994400000","32.2","125134","-0.6999999999999957","-2.127659574468072","0.4035","251","32.9","33","31.5"
"1711908000000","32.9","305164","1.0999999999999979","3.459119496855339","1.0084","448","32","34.5","32"
"1711821600000","31.8","132908","0.40000000000000213","1.2738853503184782","0.42400000000000004","239","31.4","32.2","31.4"
"1711562400000","31.4","150159","0.1999999999999993","0.6410256410256387","0.472","215","30.4","31.7","30.4"
"1711476000000","31.2","102309","-0.5","-1.5772870662460567","0.3209","140","31.7","31.7","31.2"
"1711303200000","31.7","197488","-0.5999999999999979","-1.8575851393188791","0.6298","285","32.8","32.8","31.5"
"1711216800000","32.3","301822","-1.5","-4.437869822485208","0.9994","436","33.8","34.1","32"
"1710957600000","33.8","126225","0.09999999999999432","0.2967359050444935","0.42869999999999997","278","34.2","34.3","33.7"
"1710871200000","33.7","208111","0.30000000000000426","0.8982035928143841","0.7051000000000001","349","34.2","34.5","33.5"
"1710784800000","33.4","133355","-0.6000000000000014","-1.7647058823529453","0.44580000000000003","326","33.9","34","33"
"1710698400000","34","327771","-0.5","-1.4492753623188406","1.1202","481","34.1","35","33.6"
"1710352800000","34.5","185234","0.6000000000000014","1.7699115044247828","0.6407","409","33.4","35.1","33"
"1710266400000","33.9","248086","-0.3999999999999986","-1.1661807580174888","0.8422000000000001","283","34.5","34.6","33.5"
"1710180000000","34.3","177447","-0.6000000000000014","-1.7191977077363938","0.6138","242","34.9","35.6","34"
"1710093600000","34.9","376506","-0.6000000000000014","-1.6901408450704265","1.3305","494","35.5","36.2","34.7"
"1710007200000","35.5","138307","-0.7999999999999972","-2.2038567493112873","0.4967","259","36.5","36.6","35.4"
"1709748000000","36.3","504664","-0.7000000000000028","-1.8918918918918997","1.8689","673","36.8","38","36.1"
"1709661600000","37","155119","0","0","0.5745","188","37.3","37.3","36.8"
"1709575200000","37","255891","-0.10000000000000142","-0.26954177897574505","0.9507999999999999","291","37","37.5","37"
"1709488800000","37.1","217344","0.3999999999999986","1.089918256130786","0.8039999999999999","228","37.2","37.3","36.6"
"1709402400000","36.7","245443","-0.5","-1.3440860215053763","0.9047000000000001","371","37.2","37.5","36.6"
"1709143200000","37.2","231386","-0.3999999999999986","-1.0638297872340388","0.8644999999999999","299","37.6","37.8","37.1"
"1709056800000","37.6","370796","0","0","1.3999000000000001","308","37.9","38","37.3"
"1708970400000","37.6","326015","0.5","1.3477088948787062","1.2183","374","37.1","37.9","36.9"
"1708797600000","37.1","697130","-0.19999999999999574","-0.5361930294906053","2.5911999999999997","606","37.8","38.2","36.7"
